spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,synthetic,nonsynthetic,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,year,change,how,Grower,mi,NonSynthetic,Synthetic,Mixture
158,123,0,0,0,0,1,0,2,2,2,2017,0,N → N,7,0,0.544357519,0.058139259,0.397503222
172,123,0,0,0,1,0,0,2,2,2,2017,1,N → S,7,0,0.503018069,0.061366333,0.435615598
179,123,0,0,0,0,1,0,2,2,2,2017,1,S → N,7,0,0.239988717,0.074279103,0.68573218
152,123,0,0,0,0,1,0,3,0,0,2017,0,N → N,7,0,0.184414211,0.074471972,0.741113818
158,123,0,0,0,0,1,0,3,0,0,2017,0,N → N,7,0,0.975008617,0.008214465,0.016776918
172,123,0,0,0,1,0,0,3,0,0,2017,1,N → S,7,0,0.937571707,0.017544591,0.044883702
179,123,0,0,0,0,1,0,3,0,0,2017,1,S → N,7,0,0.805443595,0.043678172,0.150878233
163,123,0,0,0,0,1,0,5,3,3,2017,0,N → N,7,0,0.70266937,0.063600645,0.233729986
173,123,0,0,0,1,0,0,5,3,3,2017,1,N → S,7,0,0.370676472,0.103914639,0.525408888
184,123,0,0,0,0,1,0,5,3,3,2017,1,S → N,7,0,0.874858553,0.006777109,0.118364338
158,121,0,0,0,0,1,0,2,3,3,2017,0,N → N,7,0,0.682102135,0.013405569,0.304492296
179,121,0,0,0,0,1,0,2,3,3,2017,0,N → N,7,0,0.376324234,0.02005432,0.603621446
157,128,0,0,0,0,1,0,5,3,3,2017,0,N → N,7,0,0.232511387,0.025882964,0.741605649
171,128,0,0,0,1,0,0,5,3,3,2017,1,N → S,7,0,0.12386292,0.025086324,0.851050756
182,128,0,0,0,0,1,0,5,3,3,2017,1,S → N,7,0,0.084701084,0.023921476,0.89137744
158,121,0,0,0,0,1,0,2,3,3,2017,0,N → N,7,0,0.874858553,0.006777109,0.118364338
172,121,0,0,0,1,0,0,2,3,3,2017,1,N → S,7,0,0.376324234,0.02005432,0.603621446
182,121,0,0,0,0,1,0,2,3,3,2017,1,S → N,7,0,0.30764113,0.031857554,0.660501316
156,119,0,0,0,0,1,0,1,1,1,2017,0,N → N,7,0,0.119808768,0.031476459,0.848714773
171,119,0,0,0,1,0,0,1,1,1,2017,1,N → S,7,0,0.968511064,0.008634082,0.022854854
181,119,0,0,0,0,1,0,1,1,1,2017,1,S → N,7,0,0.760873002,0.043659848,0.195467151
156,129,0,0,0,0,1,0,3,3,3,2017,0,N → N,7,0,0.522312963,0.071145826,0.406541211
171,129,0,0,0,1,0,0,3,3,3,2017,1,N → S,7,0,0.288348733,0.087237776,0.624413491
181,129,0,0,0,0,1,0,3,3,3,2017,1,S → N,7,0,0.833621367,0.007947909,0.158430724
171,157,0,0,0,1,0,0,3,3,3,2017,1,N → S,7,0,0.319452313,0.019604174,0.660943512
181,157,0,0,0,0,1,0,3,3,3,2017,1,S → N,7,0,0.447142365,0.038975088,0.513882547
157,121,0,0,0,0,1,0,3,1,1,2017,0,N → N,7,0,0.173924405,0.043933153,0.782142442
171,121,0,0,0,1,0,0,3,1,1,2017,1,N → S,7,0,0.140522684,0.043333151,0.816144165
181,121,0,0,0,0,1,0,3,1,1,2017,1,S → N,7,0,0.988874394,0.003476902,0.007648704
157,119,0.005,0,0,0,1,0,3,1,1,2017,0,N → N,7,1,0.957992275,0.010432407,0.031575318
171,119,0.005,0,0,1,0,0,3,1,1,2017,1,N → S,7,1,0.879988699,0.024312458,0.095698843
181,119,0.005,0,0,0,1,0,3,1,1,2017,1,S → N,7,1,0.564484536,0.063161036,0.372354428
157,121,0.01,0,0,0,1,0,1,1,1,2017,0,N → N,7,1,0.225659023,0.083579887,0.69076109
171,121,0.01,0,0,1,0,0,1,1,1,2017,1,N → S,7,1,0.977035292,0.008053143,0.014911564
181,121,0.01,0,0,0,1,0,1,1,1,2017,1,S → N,7,1,0.942712705,0.017258476,0.040028819
151,118,0.06,0,0,0,1,0,2,3,3,2017,0,N → N,7,1,0.820207562,0.043514843,0.136277596
157,118,0.06,0,0,0,1,0,2,3,3,2017,0,N → N,7,1,0.781646612,0.050625121,0.167728267
171,118,0.06,0,0,1,0,0,2,3,3,2017,1,N → S,7,1,0.632874751,0.074576043,0.292549206
181,118,0.06,0,0,0,1,0,2,3,3,2017,1,S → N,7,1,0.392497226,0.102727348,0.504775426
156,118,0.01,0,0,0,1,0,5,3,3,2017,0,N → N,7,1,0.9563178,0.006812833,0.036869367
171,118,0.01,0,0,1,0,0,5,3,3,2017,1,N → S,7,1,0.882052006,0.014916546,0.103031447
181,118,0.01,0,0,0,1,0,5,3,3,2017,1,S → N,7,1,0.645106613,0.033789114,0.321104273
151,118,0.01,0,0,0,1,0,2,3,3,2017,0,N → N,7,1,0.539174094,0.043718834,0.417107072
156,118,0.01,0,0,0,1,0,2,3,3,2017,0,N → N,7,1,0.317977555,0.053582537,0.628439908
172,118,0.01,0,0,1,0,0,2,3,3,2017,1,N → S,7,1,0.192442447,0.055204306,0.752353247
181,118,0.01,0,0,0,1,0,2,3,3,2017,1,S → N,7,1,0.691211221,0.175621684,0.133167096
151,118,0.22,0,0.0025,0,1,0.0025,3,4,0,2017,0,N → N,7,1,0.348129521,0.312925351,0.338945128
154,118,0.22,0,0,1,1,0.0025,3,4,0,2017,1,N → M,7,1,0.252295908,0.337982381,0.409721711
170,118,0.22,0,0,1,0,0.0025,3,4,0,2017,1,M → S,7,1,0.042632479,0.321826351,0.63554117
182,118,0.22,0,0,0,1,0.0025,3,4,0,2017,1,S → N,7,1,0.031430773,0.309569889,0.658999339
156,123,0,0,0,0,1,0,2,0,0,2017,0,N → N,7,0,0.683700553,0.166925283,0.149374164
171,123,0,0,0,1,0,0,2,0,0,2017,1,N → S,7,0,0.33694308,0.291035032,0.372021888
180,123,0,0,0,0,1,0,2,0,0,2017,1,S → N,7,0,0.242194779,0.311772255,0.446032965
151,119,0.015,0,0,0,1,0,2,3,3,2017,0,N → N,7,1,0.039746714,0.288317548,0.671935737
153,119,0.015,0,0,0,1,0,2,3,3,2017,0,N → N,7,1,0.029204599,0.276403621,0.69439178
173,119,0.015,0,0,1,0,0,2,3,3,2017,1,N → S,7,1,0.606385731,0.174366055,0.219248214
180,119,0.015,0,0,0,1,0,2,3,3,2017,1,S → N,7,1,0.260111441,0.264609213,0.475279345
157,128,0,0,0,0,1,0,5,3,3,2017,0,N → N,7,0,0.179731393,0.27249178,0.547776827
171,128,0,0,0,1,0,0,5,3,3,2017,1,N → S,7,0,0.026652093,0.22769733,0.745650577
180,128,0,0,0,0,1,0,5,3,3,2017,1,S → N,7,0,0.019419165,0.216461083,0.764119752
150,115,0,0,0,0,1,0,2,0,0,2017,0,N → N,7,0,0.606385731,0.174366055,0.219248214
153,115,0,0,0,0,1,0,2,0,0,2017,0,N → N,7,0,0.260111441,0.264609213,0.475279345
170,115,0,0,0,1,0,0,2,0,0,2017,1,N → S,7,0,0.179731393,0.27249178,0.547776827
179,115,0,0,0,0,1,0,2,0,0,2017,1,S → N,7,0,0.026652093,0.22769733,0.745650577
150,115,0,0,0,0,1,0,2,3,3,2017,0,N → N,7,0,0.019419165,0.216461083,0.764119752
154,115,0.025,0,0,0,1,0,2,3,3,2017,0,N → N,7,1,0.584345553,0.235910618,0.179743828
170,115,0.025,0,0,1,0,0,2,3,3,2017,1,N → S,7,1,0.251082463,0.358613524,0.390304014
179,115,0.025,0,0,0,1,0,2,3,3,2017,1,S → N,7,1,0.174780937,0.37203886,0.453180203
158,123,0,0,0,0,1,0,3,4,0,2017,0,N → N,7,0,0.027176805,0.325979133,0.646844062
175,123,0,0,0,1,0,0,3,4,0,2017,1,N → S,7,0,0.019949901,0.312215735,0.667834364
184,123,0,0,0,0,1,0,3,4,0,2017,1,S → N,7,0,0.587151904,0.129987245,0.282860852
124,123,0,0,0,0,2,0,3,0,0,2017,0,N → N,7,0,0.237090299,0.185693451,0.57721625
152,123,0,0,0,0,1,0,3,0,0,2017,0,N → N,7,0,0.160562883,0.187418268,0.652018849
158,123,0,0,0,0,1,0,3,0,0,2017,0,N → N,7,0,0.022294354,0.146642146,0.8310635
175,123,0,0,0,1,0,0,3,0,0,2017,1,N → S,7,0,0.016126352,0.138395729,0.845477919
184,123,0,0,0,0,1,0,3,0,0,2017,1,S → N,7,0,0.691211221,0.175621684,0.133167096
130,119,0,0,0,0,1,0,1,2,2,2017,0,N → N,8,0,0.348129521,0.312925351,0.338945128
142,119,0,0,0,0,1,0,1,2,2,2017,0,N → N,8,0,0.252295908,0.337982381,0.409721711
158,119,0.245,0,0,0,1,0,1,2,2,2017,0,N → N,8,1,0.042632479,0.321826351,0.63554117
172,119,0.245,0,0,1,2,0,1,2,2,2017,1,N → M,8,1,0.031430773,0.309569889,0.658999339
129,105,0,0,0,0,1,0,1,3,3,2017,0,N → N,8,0,0.691211221,0.175621684,0.133167096
142,105,0,0,0,0,1,0,1,3,3,2017,0,N → N,8,0,0.348129521,0.312925351,0.338945128
158,105,0.015,0,0,0,1,0,1,3,3,2017,0,N → N,8,1,0.252295908,0.337982381,0.409721711
172,105,0.015,0,0,0,2,0,1,3,3,2017,0,N → N,8,1,0.042632479,0.321826351,0.63554117
121,88,0,0,0,0,1,0,2,4,0,2017,0,N → N,8,0,0.031430773,0.309569889,0.658999339
130,88,0.01,0,0,0,1,0,2,4,0,2017,0,N → N,8,1,0.606385731,0.174366055,0.219248214
143,88,0.01,0,0,0,1,0,2,4,0,2017,0,N → N,8,1,0.260111441,0.264609213,0.475279345
156,88,0.12,0,0,1,1,0,2,4,0,2017,1,N → M,8,1,0.179731393,0.27249178,0.547776827
171,88,0.12,0,0,0,2,0,2,4,0,2017,1,M → N,8,1,0.026652093,0.22769733,0.745650577
178,88,0.12,0,0,1,1,0,2,4,0,2017,1,N → M,8,1,0.019419165,0.216461083,0.764119752
130,121,0,0,0,0,1,0,1,1,1,2017,0,N → N,8,0,0.606385731,0.174366055,0.219248214
142,121,0,0,0,0,1,0,1,1,1,2017,0,N → N,8,0,0.260111441,0.264609213,0.475279345
157,121,0,0,0,0,1,0,1,1,1,2017,0,N → N,8,0,0.179731393,0.27249178,0.547776827
172,121,0,0,0,0,2,0,1,1,1,2017,0,N → N,8,0,0.026652093,0.22769733,0.745650577
122,94,0,0,0.0025,0,1,0,3,3,3,2017,0,N → N,8,0,0.019419165,0.216461083,0.764119752
129,94,0.015,0,0,0,1,0,3,3,3,2017,0,N → N,8,1,0.691211221,0.175621684,0.133167096
142,94,0.015,0,0,0,1,0,3,3,3,2017,0,N → N,8,1,0.348129521,0.312925351,0.338945128
158,94,0.035,0,0,1,1,0,3,3,3,2017,1,N → M,8,1,0.252295908,0.337982381,0.409721711
172,94,0.035,0,0,0,2,0,3,3,3,2017,1,M → N,8,1,0.042632479,0.321826351,0.63554117
178,94,0.035,0,0,1,0,0,3,3,3,2017,1,N → S,8,1,0.031430773,0.309569889,0.658999339
105,93,0,0,0,0,1,0,3,3,3,2017,0,N → N,8,0,0.584345553,0.235910618,0.179743828
129,93,0.005,0,0,0,1,0,3,3,3,2017,0,N → N,8,1,0.251082463,0.358613524,0.390304014
143,93,0.005,0,0,0,1,0,3,3,3,2017,0,N → N,8,1,0.174780937,0.37203886,0.453180203
157,93,0,0,0,0,1,0,3,3,3,2017,0,N → N,8,0,0.027176805,0.325979133,0.646844062
172,93,0,0,0,0,3,0,3,3,3,2017,0,N → N,8,0,0.019949901,0.312215735,0.667834364
121,93,0,0,0,0,1,0,1,4,0,2017,0,N → N,8,0,0.606385731,0.174366055,0.219248214
130,93,0.045,0,0,0,1,0,1,4,0,2017,0,N → N,8,1,0.260111441,0.264609213,0.475279345
144,93,0.045,0,0,0,1,0,1,4,0,2017,0,N → N,8,1,0.178445252,0.271135279,0.550419469
156,93,0.24,0,0,1,1,0,1,4,0,2017,1,N → M,8,1,0.026401362,0.226050006,0.747548632
171,93,0.24,0,0,0,2,0,1,4,0,2017,1,M → N,8,1,0.019232703,0.214852863,0.765914434
179,93,0.24,0,0,1,1,0,1,4,0,2017,1,N → M,8,1,0.683700553,0.166925283,0.149374164
129,122,0.01,0,0,0,1,0,2,4,4,2017,0,N → N,8,1,0.33694308,0.291035032,0.372021888
142,122,0.01,0,0,0,1,0,2,4,4,2017,0,N → N,8,1,0.242194779,0.311772255,0.446032965
156,122,0.005,0,0,0,1,0,2,4,4,2017,0,N → N,8,1,0.039746714,0.288317548,0.671935737
172,122,0.005,0,0,0,2,0,2,4,4,2017,0,N → N,8,1,0.029204599,0.276403621,0.69439178
130,121,0.015,0,0,0,1,0,1,4,0,2017,0,N → N,8,1,0.683700553,0.166925283,0.149374164
143,121,0.015,0,0,0,1,0,1,4,0,2017,0,N → N,8,1,0.33694308,0.291035032,0.372021888
157,121,0.265,0,0,1,1,0,1,4,0,2017,1,N → M,8,1,0.242194779,0.311772255,0.446032965
171,121,0.265,0,0,0,2,0,1,4,0,2017,1,M → N,8,1,0.039746714,0.288317548,0.671935737
177,121,0.265,0,0,1,1,0,1,4,0,2017,1,N → M,8,1,0.029204599,0.276403621,0.69439178
129,121,0,0,0,0,1,0,5,3,3,2017,0,N → N,8,0,0.691211221,0.175621684,0.133167096
142,121,0,0,0,0,1,0,5,3,3,2017,0,N → N,8,0,0.348129521,0.312925351,0.338945128
157,121,0.1,0,0,0,1,0,5,3,3,2017,0,N → N,8,1,0.252295908,0.337982381,0.409721711
170,121,0.1,0,0,0,1,0,5,3,3,2017,0,N → N,8,1,0.042632479,0.321826351,0.63554117
129,122,0,0,0,0,1,0,5,3,3,2017,0,N → N,8,0,0.031430773,0.309569889,0.658999339
139,122,0,0,0,0,1,0,5,3,3,2017,0,N → N,8,0,0.691211221,0.175621684,0.133167096
157,122,0,0,0,0,1,0,5,3,3,2017,0,N → N,8,0,0.348129521,0.312925351,0.338945128
171,122,0,0,0,0,2,0,5,3,3,2017,0,N → N,8,0,0.252295908,0.337982381,0.409721711
121,89,0,0,0,0,1,0,2,4,0,2017,0,N → N,8,0,0.042632479,0.321826351,0.63554117
129,89,0.005,0,0,0,1,0,2,4,0,2017,0,N → N,8,1,0.031430773,0.309569889,0.658999339
142,89,0.005,0,0,0,1,0,2,4,0,2017,0,N → N,8,1,0.691211221,0.175621684,0.133167096
156,89,0,0,0,1,2,0,2,4,0,2017,1,N → M,8,0,0.348129521,0.312925351,0.338945128
171,89,0,0,0,0,2,0,2,4,0,2017,1,M → N,8,0,0.252295908,0.337982381,0.409721711
178,89,0,0,0,1,1,0,2,4,0,2017,1,N → M,8,0,0.042632479,0.321826351,0.63554117
,,,,,,,,,,,,,,,,0.031430773,0.309569889,0.658999339
,,,,,,,,,,,,,,,,0.606385731,0.174366055,0.219248214
,,,,,,,,,,,,,,,,0.260111441,0.264609213,0.475279345
,,,,,,,,,,,,,,,,0.179731393,0.27249178,0.547776827
,,,,,,,,,,,,,,,,0.026652093,0.22769733,0.745650577
,,,,,,,,,,,,,,,,0.019419165,0.216461083,0.764119752
,,,,,,,,,,,,,,,,0.683700553,0.166925283,0.149374164
,,,,,,,,,,,,,,,,0.33694308,0.291035032,0.372021888
,,,,,,,,,,,,,,,,0.242194779,0.311772255,0.446032965
,,,,,,,,,,,,,,,,0.039746714,0.288317548,0.671935737
,,,,,,,,,,,,,,,,0.029204599,0.276403621,0.69439178
,,,,,,,,,,,,,,,,0.683700553,0.166925283,0.149374164
,,,,,,,,,,,,,,,,0.33694308,0.291035032,0.372021888
,,,,,,,,,,,,,,,,0.242194779,0.311772255,0.446032965
,,,,,,,,,,,,,,,,0.039746714,0.288317548,0.671935737
,,,,,,,,,,,,,,,,0.029204599,0.276403621,0.69439178
,,,,,,,,,,,,,,,,0.590923598,0.378728676,0.030347726
,,,,,,,,,,,,,,,,0.474878709,0.496280374,0.028840916
,,,,,,,,,,,,,,,,0.286519189,0.665067974,0.048412837
,,,,,,,,,,,,,,,,0.189189641,0.747575317,0.063235041
,,,,,,,,,,,,,,,,0.093401256,0.819743982,0.086854761
,,,,,,,,,,,,,,,,0.937498586,0.051210848,0.011290566
,,,,,,,,,,,,,,,,0.873904922,0.099207109,0.02688797
,,,,,,,,,,,,,,,,0.819333001,0.138619081,0.042047919
,,,,,,,,,,,,,,,,0.705036238,0.217020093,0.077943669
,,,,,,,,,,,,,,,,0.538244195,0.322162109,0.139593696
,,,,,,,,,,,,,,,,0.252590606,0.468256181,0.279153213
,,,,,,,,,,,,,,,,0.167778446,0.495412671,0.336808883
,,,,,,,,,,,,,,,,0.157679934,0.497608778,0.344711288
,,,,,,,,,,,,,,,,0.925708433,0.065823328,0.008468239
,,,,,,,,,,,,,,,,0.854306076,0.125966425,0.0197275
,,,,,,,,,,,,,,,,0.794745243,0.174643813,0.030610944
,,,,,,,,,,,,,,,,0.674408772,0.269633853,0.055957375
,,,,,,,,,,,,,,,,0.488853746,0.39446948,0.116676774
,,,,,,,,,,,,,,,,0.221421077,0.553381503,0.22519742
,,,,,,,,,,,,,,,,0.146450996,0.582992042,0.270556962
,,,,,,,,,,,,,,,,0.137620006,0.585507594,0.276872399
,,,,,,,,,,,,,,,,0.974785097,0.022840044,0.002374859
,,,,,,,,,,,,,,,,0.837093261,0.129368871,0.033537869
,,,,,,,,,,,,,,,,0.758186346,0.186636473,0.055177181
,,,,,,,,,,,,,,,,0.671929686,0.246506485,0.081563829
,,,,,,,,,,,,,,,,0.512462783,0.38169853,0.105838687
,,,,,,,,,,,,,,,,0.238835567,0.550970538,0.210193896
,,,,,,,,,,,,,,,,0.116653873,0.597718167,0.285627961
,,,,,,,,,,,,,,,,0.963788919,0.028998169,0.007212912
,,,,,,,,,,,,,,,,0.945784133,0.042409644,0.011806223
,,,,,,,,,,,,,,,,0.873923561,0.09302392,0.033052519
,,,,,,,,,,,,,,,,0.796167076,0.144268222,0.059564702
,,,,,,,,,,,,,,,,0.369295919,0.377084025,0.253620056
,,,,,,,,,,,,,,,,0.2581394,0.419838769,0.322021831
,,,,,,,,,,,,,,,,0.132153225,0.446676668,0.421170107
,,,,,,,,,,,,,,,,0.908314071,0.076134392,0.015551536
,,,,,,,,,,,,,,,,0.858657591,0.114638231,0.026704178
,,,,,,,,,,,,,,,,0.456204986,0.391179782,0.152615232
,,,,,,,,,,,,,,,,0.260740354,0.496583794,0.242675853
,,,,,,,,,,,,,,,,0.136319342,0.539546688,0.32413397
,,,,,,,,,,,,,,,,0.908633955,0.075994513,0.015371532
,,,,,,,,,,,,,,,,0.859146695,0.114452483,0.026400821
,,,,,,,,,,,,,,,,0.456204986,0.391179782,0.152615232
,,,,,,,,,,,,,,,,0.260740354,0.496583794,0.242675853
,,,,,,,,,,,,,,,,0.136319342,0.539546688,0.32413397
,,,,,,,,,,,,,,,,0.943018345,0.052169542,0.004812113
,,,,,,,,,,,,,,,,0.879451518,0.108062922,0.012485559
,,,,,,,,,,,,,,,,0.797358277,0.178256038,0.024385684
,,,,,,,,,,,,,,,,0.708396485,0.25225034,0.039353175
,,,,,,,,,,,,,,,,0.256622981,0.588178826,0.155198193
,,,,,,,,,,,,,,,,0.173935661,0.634990301,0.191074038
,,,,,,,,,,,,,,,,0.963788919,0.028998169,0.007212912
,,,,,,,,,,,,,,,,0.918397912,0.061779183,0.019822905
,,,,,,,,,,,,,,,,0.769040933,0.160225615,0.070733452
,,,,,,,,,,,,,,,,0.579075425,0.269146465,0.15177811
,,,,,,,,,,,,,,,,0.506313132,0.307040296,0.186646572
,,,,,,,,,,,,,,,,0.211951356,0.425465414,0.362583231
,,,,,,,,,,,,,,,,0.136897377,0.43771135,0.425391273
,,,,,,,,,,,,,,,,0.937498586,0.051210848,0.011290566
,,,,,,,,,,,,,,,,0.768504734,0.171886259,0.059609006
,,,,,,,,,,,,,,,,0.618477182,0.268983038,0.112539781
,,,,,,,,,,,,,,,,0.464722959,0.363716867,0.171560174
,,,,,,,,,,,,,,,,0.237886571,0.472354957,0.289758472
,,,,,,,,,,,,,,,,0.11364813,0.501220431,0.385131438
,,,,,,,,,,,,,,,,0.925935315,0.06569536,0.008369325
,,,,,,,,,,,,,,,,0.897713937,0.089402573,0.01288349
,,,,,,,,,,,,,,,,0.877106312,0.106636595,0.016257093
,,,,,,,,,,,,,,,,0.743626542,0.214613726,0.041759733
,,,,,,,,,,,,,,,,0.517319046,0.382117202,0.100563752
,,,,,,,,,,,,,,,,0.230035208,0.562450506,0.207514286
,,,,,,,,,,,,,,,,0.938347331,0.056527645,0.005125024
,,,,,,,,,,,,,,,,0.914477846,0.077496133,0.008026021
,,,,,,,,,,,,,,,,0.781295666,0.191872536,0.026831798
,,,,,,,,,,,,,,,,0.562523114,0.371314065,0.06616282
,,,,,,,,,,,,,,,,0.241363488,0.60240116,0.156235352
,,,,,,,,,,,,,,,,0.172434488,0.641390197,0.186175315
,,,,,,,,,,,,,,,,0.925935315,0.06569536,0.008369325
,,,,,,,,,,,,,,,,0.898339448,0.089073678,0.012586873
,,,,,,,,,,,,,,,,0.877853909,0.106260815,0.015885276
,,,,,,,,,,,,,,,,0.745063209,0.214088133,0.040848658
,,,,,,,,,,,,,,,,0.515196579,0.382220722,0.102582699
,,,,,,,,,,,,,,,,0.228320901,0.56071065,0.210968449
,,,,,,,,,,,,,,,,0.993701253,0.000976517,0.00532223
,,,,,,,,,,,,,,,,0.802254692,0.014705684,0.183039624
,,,,,,,,,,,,,,,,0.993701253,0.000976517,0.00532223
,,,,,,,,,,,,,,,,0.802254692,0.014705684,0.183039624
,,,,,,,,,,,,,,,,0.994287193,0.001016827,0.00469598
,,,,,,,,,,,,,,,,0.8194926,0.015632526,0.164874874
,,,,,,,,,,,,,,,,0.993701253,0.000976517,0.00532223
,,,,,,,,,,,,,,,,0.802254692,0.014705684,0.183039624
,,,,,,,,,,,,,,,,0.990078327,0.001145909,0.008775764
,,,,,,,,,,,,,,,,0.714709394,0.015429762,0.269860844
,,,,,,,,,,,,,,,,0.143624551,0.026039914,0.830335535
,,,,,,,,,,,,,,,,0.078463622,0.024217232,0.897319146
,,,,,,,,,,,,,,,,0.990078327,0.001145909,0.008775764
,,,,,,,,,,,,,,,,0.714709394,0.015429762,0.269860844
,,,,,,,,,,,,,,,,0.143624551,0.026039914,0.830335535
,,,,,,,,,,,,,,,,0.078463622,0.024217232,0.897319146
,,,,,,,,,,,,,,,,0.990078327,0.001145909,0.008775764
,,,,,,,,,,,,,,,,0.802254692,0.014705684,0.183039624
,,,,,,,,,,,,,,,,0.993701253,0.000976517,0.00532223
,,,,,,,,,,,,,,,,0.802254692,0.014705684,0.183039624
,,,,,,,,,,,,,,,,0.987458192,0.000879907,0.011661901
,,,,,,,,,,,,,,,,0.658019694,0.010937195,0.331043112
,,,,,,,,,,,,,,,,0.950621201,0.037546371,0.011832428
,,,,,,,,,,,,,,,,0.910188716,0.06540604,0.024405244
,,,,,,,,,,,,,,,,0.859723776,0.098403368,0.041872856
,,,,,,,,,,,,,,,,0.748041369,0.166488118,0.085470513
,,,,,,,,,,,,,,,,0.931177137,0.039544639,0.029278224
,,,,,,,,,,,,,,,,0.915372464,0.047456438,0.037171097
,,,,,,,,,,,,,,,,0.855737545,0.075523683,0.068738772
,,,,,,,,,,,,,,,,0.735264475,0.126180649,0.138554875
,,,,,,,,,,,,,,,,0.936000635,0.036503211,0.027496154
,,,,,,,,,,,,,,,,0.889284575,0.059039269,0.051676156
,,,,,,,,,,,,,,,,0.835243782,0.082822625,0.081933593
,,,,,,,,,,,,,,,,0.702769465,0.135504969,0.161725567
,,,,,,,,,,,,,,,,0.954289309,0.034613072,0.011097619
,,,,,,,,,,,,,,,,0.898540612,0.072387856,0.029071532
,,,,,,,,,,,,,,,,0.842396815,0.108095929,0.049507256
,,,,,,,,,,,,,,,,0.941651506,0.04022602,0.018122474
,,,,,,,,,,,,,,,,0.906617571,0.061688699,0.03169373
,,,,,,,,,,,,,,,,0.843893806,0.097749503,0.05835669
,,,,,,,,,,,,,,,,0.720741766,0.16233533,0.116922904
,,,,,,,,,,,,,,,,0.941651506,0.04022602,0.018122474
,,,,,,,,,,,,,,,,0.912603659,0.058100922,0.029295419
,,,,,,,,,,,,,,,,0.85333052,0.092483313,0.054186167
,,,,,,,,,,,,,,,,0.720741766,0.16233533,0.116922904
,,,,,,,,,,,,,,,,0.944704648,0.031070641,0.024224711
,,,,,,,,,,,,,,,,0.909947236,0.047668885,0.042383879
,,,,,,,,,,,,,,,,0.846512716,0.075491411,0.077995873
,,,,,,,,,,,,,,,,0.719652998,0.124794026,0.155552976
,,,,,,,,,,,,,,,,0.942424156,0.044137492,0.013438352
,,,,,,,,,,,,,,,,0.896116148,0.076357462,0.02752639
,,,,,,,,,,,,,,,,0.838581491,0.114064011,0.047354498
,,,,,,,,,,,,,,,,0.936000635,0.036503211,0.027496154
,,,,,,,,,,,,,,,,0.889284575,0.059039269,0.051676156
,,,,,,,,,,,,,,,,0.836212234,0.082737175,0.081050592
,,,,,,,,,,,,,,,,0.704336458,0.135509873,0.160153669
,,,,,,,,,,,,,,,,0.954289309,0.034613072,0.011097619
,,,,,,,,,,,,,,,,0.898540612,0.072387856,0.029071532
,,,,,,,,,,,,,,,,0.842396815,0.108095929,0.049507256
,,,,,,,,,,,,,,,,0.950499152,0.039068197,0.010432651
,,,,,,,,,,,,,,,,0.926299313,0.0567423,0.016958387
,,,,,,,,,,,,,,,,0.88430955,0.08628286,0.02940759
,,,,,,,,,,,,,,,,0.750541543,0.173837525,0.075620932
,,,,,,,,,,,,,,,,0.950621201,0.037546371,0.011832428
,,,,,,,,,,,,,,,,0.926247819,0.054521981,0.0192302
,,,,,,,,,,,,,,,,0.883805972,0.082864016,0.033330012
,,,,,,,,,,,,,,,,0.748041369,0.166488118,0.085470513
,,,,,,,,,,,,,,,,0.95567189,0.024342311,0.019985799
,,,,,,,,,,,,,,,,0.90386349,0.047845721,0.048290788
,,,,,,,,,,,,,,,,0.776680736,0.097595855,0.125723409
,,,,,,,,,,,,,,,,0.669262665,0.133952264,0.196785071
,,,,,,,,,,,,,,,,0.981670217,0.000698525,0.017631258
,,,,,,,,,,,,,,,,0.958296987,0.001325937,0.040377075
,,,,,,,,,,,,,,,,0.907824236,0.002442482,0.089733282
,,,,,,,,,,,,,,,,0.660523143,0.005986624,0.333490233
,,,,,,,,,,,,,,,,0.35227207,0.008657292,0.639070638
,,,,,,,,,,,,,,,,0.988438268,0.000442645,0.011119087
,,,,,,,,,,,,,,,,0.9734628,0.00084768,0.02568952
,,,,,,,,,,,,,,,,0.940201115,0.001591988,0.058206897
,,,,,,,,,,,,,,,,0.813184073,0.003741704,0.183074223
,,,,,,,,,,,,,,,,0.506687838,0.007220916,0.486091246
,,,,,,,,,,,,,,,,0.988438268,0.000442645,0.011119087
,,,,,,,,,,,,,,,,0.9734628,0.00084768,0.02568952
,,,,,,,,,,,,,,,,0.935253214,0.001692501,0.063054284
,,,,,,,,,,,,,,,,0.814969612,0.003741713,0.181288675
,,,,,,,,,,,,,,,,0.509649576,0.007247228,0.483103196
,,,,,,,,,,,,,,,,0.325959938,0.008433162,0.6656069
,,,,,,,,,,,,,,,,0.986984478,0.000424722,0.0125908
,,,,,,,,,,,,,,,,0.970154606,0.000811787,0.029033607
,,,,,,,,,,,,,,,,0.932980694,0.001518031,0.065501275
,,,,,,,,,,,,,,,,0.795751131,0.003510711,0.200738157
,,,,,,,,,,,,,,,,0.478784407,0.006542279,0.514673314
,,,,,,,,,,,,,,,,0.986984478,0.000424722,0.0125908
,,,,,,,,,,,,,,,,0.970154606,0.000811787,0.029033607
,,,,,,,,,,,,,,,,0.932980694,0.001518031,0.065501275
,,,,,,,,,,,,,,,,0.795751131,0.003510711,0.200738157
,,,,,,,,,,,,,,,,0.457614818,0.006682975,0.535702207
