spray.date,first.spray.date,mildew.incidence,flagshoot,previous.flagshoot,disease.in.may,pruning,susceptibility.to.r6.Strains,susceptibility.to.nonr6.Strains,synthetic,nonsynthetic,year,group,mi,Grower,NonSynthetic,Synthetic,Mixture
182,109,0,0,0,0,3,3,3,1,1,2016,Mixture,0,7,0.300693807,0.517516223,0.18178997
146,146,0,0,0,0,5,0,0,0,2,2016,NonSynthetic,0,7,0.759248337,0.21597501,0.024776653
128,128,0,0,0,0,2,3,3,0,1,2016,NonSynthetic,0,8,0.975313995,0.008753868,0.015932137
139,128,0,0,0,0,2,3,3,0,1,2016,NonSynthetic,0,8,0.943053146,0.017590532,0.039356322
165,128,0,0,0,0,2,3,3,0,1,2016,NonSynthetic,0,8,0.671952404,0.070628256,0.25741934
180,128,0,0,0,0,2,3,3,0,1,2016,NonSynthetic,0,8,0.375726605,0.107083318,0.517190076
124,124,0.19,0,0,0,1,4,0,0,1,2016,NonSynthetic,1,8,0.952758302,0.005993637,0.041248061
153,124,0.19,0,0,0,1,4,0,1,1,2016,Mixture,1,8,0.64245085,0.027802683,0.329746466
163,124,0.295,0,0,0,1,4,0,1,1,2016,Mixture,1,8,0.379204476,0.033412563,0.587382962
174,124,0.295,0,0,0,1,4,0,1,1,2016,Mixture,1,8,0.194537631,0.035622731,0.769839637
182,124,0.295,0,0,0,1,4,0,0,1,2016,NonSynthetic,1,8,0.109412621,0.034106432,0.856480947
127,127,0,0,0,0,2,1,1,0,1,2016,NonSynthetic,0,8,0.978439221,0.008392671,0.013168109
140,127,0,0,0,0,2,1,1,0,1,2016,NonSynthetic,0,8,0.942384969,0.019188599,0.038426432
157,127,0,0,0,0,2,1,1,0,1,2016,NonSynthetic,0,8,0.808524418,0.050989326,0.140486255
182,127,0.025,0,0,0,2,1,1,0,1,2016,NonSynthetic,1,8,0.345859901,0.116268129,0.53787197
128,128,0.63,0,0,0.0175,3,3,3,0,1,2016,NonSynthetic,1,8,0.920920306,0.010893694,0.068186001
140,128,0.63,0,0,0.0175,3,3,3,0,1,2016,NonSynthetic,1,8,0.811512282,0.02132142,0.167166298
155,128,0.63,0,0,0.0175,3,3,3,1,1,2016,Mixture,1,8,0.552056964,0.039329173,0.408613862
163,128,0.34,0,0,0.0175,3,3,3,0,1,2016,NonSynthetic,1,8,0.544357519,0.058139259,0.397503222
165,128,0.34,0,0,0.0175,3,3,3,0,1,2016,NonSynthetic,1,8,0.503018069,0.061366333,0.435615598
179,128,0.34,0,0,0.0175,3,3,3,1,0,2016,Synthetic,1,8,0.239988717,0.074279103,0.68573218
183,128,0.34,0,0,0.0175,3,3,3,0,1,2016,NonSynthetic,1,8,0.184414211,0.074471972,0.741113818
127,127,0.05,0,0,0,5,3,3,0,1,2016,NonSynthetic,1,8,0.975008617,0.008214465,0.016776918
139,127,0.05,0,0,0,5,3,3,0,1,2016,NonSynthetic,1,8,0.937571707,0.017544591,0.044883702
155,127,0.05,0,0,0,5,3,3,1,1,2016,Mixture,1,8,0.805443595,0.043678172,0.150878233
163,127,0.005,0,0,0,5,3,3,1,1,2016,Mixture,1,8,0.70266937,0.063600645,0.233729986
180,127,0.005,0,0,0,5,3,3,0,1,2016,NonSynthetic,1,8,0.370676472,0.103914639,0.525408888
124,124,0.665,0,0,0,1,4,0,0,1,2016,NonSynthetic,1,8,0.874858553,0.006777109,0.118364338
138,124,0.665,0,0,0,1,4,0,0,1,2016,NonSynthetic,1,8,0.682102135,0.013405569,0.304492296
153,124,0.665,0,0,0,1,4,0,1,1,2016,Mixture,1,8,0.376324234,0.02005432,0.603621446
165,124,0.525,0,0,0,1,4,0,1,1,2016,Mixture,1,8,0.232511387,0.025882964,0.741605649
174,124,0.525,0,0,0,1,4,0,1,1,2016,Mixture,1,8,0.12386292,0.025086324,0.851050756
179,124,0.525,0,0,0,1,4,0,0,1,2016,NonSynthetic,1,8,0.084701084,0.023921476,0.89137744
124,124,0.665,0,0,0,1,4,0,0,1,2016,NonSynthetic,1,8,0.874858553,0.006777109,0.118364338
153,124,0.665,0,0,0,1,4,0,1,1,2016,Mixture,1,8,0.376324234,0.02005432,0.603621446
165,124,0.36,0,0,0,1,4,0,1,1,2016,Mixture,1,8,0.30764113,0.031857554,0.660501316
179,124,0.36,0,0,0,1,4,0,0,1,2016,NonSynthetic,1,8,0.119808768,0.031476459,0.848714773
126,126,0,0,0,0,3,4,4,0,1,2016,NonSynthetic,0,8,0.968511064,0.008634082,0.022854854
154,126,0,0,0,0,3,4,4,1,1,2016,Mixture,0,8,0.760873002,0.043659848,0.195467151
167,126,0,0,0,0,3,4,4,0,1,2016,NonSynthetic,0,8,0.522312963,0.071145826,0.406541211
179,126,0,0,0,0,3,4,4,0,1,2016,NonSynthetic,0,8,0.288348733,0.087237776,0.624413491
126,126,0.75,0,0,0,3,4,0,0,1,2016,NonSynthetic,1,8,0.833621367,0.007947909,0.158430724
154,126,0.75,0,0,0,3,4,0,1,1,2016,Mixture,1,8,0.319452313,0.019604174,0.660943512
163,126,0.185,0,0,0,3,4,0,1,1,2016,Mixture,1,8,0.447142365,0.038975088,0.513882547
179,126,0.185,0,0,0,3,4,0,1,2,2016,Mixture,1,8,0.173924405,0.043933153,0.782142442
182,126,0.185,0,0,0,3,4,0,0,1,2016,NonSynthetic,1,8,0.140522684,0.043333151,0.816144165
117,117,0,0,0,0,3,3,3,1,0,2016,Synthetic,0,8,0.988874394,0.003476902,0.007648704
134,117,0,0,0,0,3,3,3,0,1,2016,NonSynthetic,0,8,0.957992275,0.010432407,0.031575318
148,117,0,0,0,0,3,3,3,0,1,2016,NonSynthetic,0,8,0.879988699,0.024312458,0.095698843
169,117,0.005,0,0,0,3,3,3,0,1,2016,NonSynthetic,1,8,0.564484536,0.063161036,0.372354428
187,117,0.005,0,0,0,3,3,3,0,1,2016,NonSynthetic,1,8,0.225659023,0.083579887,0.69076109
127,127,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,8,0.977035292,0.008053143,0.014911564
139,127,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,8,0.942712705,0.017258476,0.040028819
155,127,0,0,0,0,5,3,3,1,1,2016,Mixture,0,8,0.820207562,0.043514843,0.136277596
158,127,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,8,0.781646612,0.050625121,0.167728267
167,127,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,8,0.632874751,0.074576043,0.292549206
179,127,0,0,0,0,5,3,3,0,1,2016,NonSynthetic,0,8,0.392497226,0.102727348,0.504775426
126,126,0.085,0,0,0,3,4,0,0,1,2016,NonSynthetic,1,8,0.9563178,0.006812833,0.036869367
139,126,0.085,0,0,0,3,4,0,0,1,2016,NonSynthetic,1,8,0.882052006,0.014916546,0.103031447
156,126,0.085,0,0,0,3,4,0,1,1,2016,Mixture,1,8,0.645106613,0.033789114,0.321104273
163,126,0.02,0,0,0,3,4,0,1,1,2016,Mixture,1,8,0.539174094,0.043718834,0.417107072
174,126,0.02,0,0,0,3,4,0,1,1,2016,Mixture,1,8,0.317977555,0.053582537,0.628439908
182,126,0.02,0,0,0,3,4,0,0,1,2016,NonSynthetic,1,8,0.192442447,0.055204306,0.752353247
126,126,0,0,0,0,3,1,1,0,1,2017,NonSynthetic,0,1,0.691211221,0.175621684,0.133167096
145,126,0,0,0,0,3,1,1,1,1,2017,Mixture,0,1,0.348129521,0.312925351,0.338945128
151,126,0,0,0,0,3,1,1,1,1,2017,Mixture,0,1,0.252295908,0.337982381,0.409721711
177,126,0,0,0,0,3,1,1,1,1,2017,Mixture,0,1,0.042632479,0.321826351,0.63554117
181,126,0,0,0,0,3,1,1,1,0,2017,Synthetic,0,1,0.031430773,0.309569889,0.658999339
126,126,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,1,0.683700553,0.166925283,0.149374164
145,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.33694308,0.291035032,0.372021888
151,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.242194779,0.311772255,0.446032965
177,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.039746714,0.288317548,0.671935737
181,126,0,0,0,0,3,3,3,1,0,2017,Synthetic,0,1,0.029204599,0.276403621,0.69439178
126,126,0,0,0,0,3,4,4,0,1,2017,NonSynthetic,0,1,0.606385731,0.174366055,0.219248214
145,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.260111441,0.264609213,0.475279345
151,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.179731393,0.27249178,0.547776827
177,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.026652093,0.22769733,0.745650577
181,126,0,0,0,0,3,4,4,1,0,2017,Synthetic,0,1,0.019419165,0.216461083,0.764119752
126,126,0,0,0,0,3,4,4,0,1,2017,NonSynthetic,0,1,0.606385731,0.174366055,0.219248214
145,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.260111441,0.264609213,0.475279345
151,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.179731393,0.27249178,0.547776827
177,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.026652093,0.22769733,0.745650577
181,126,0,0,0,0,3,4,4,1,0,2017,Synthetic,0,1,0.019419165,0.216461083,0.764119752
126,126,0,0,0,0,3,2,2,0,1,2017,NonSynthetic,0,1,0.584345553,0.235910618,0.179743828
145,126,0,0,0,0,3,2,2,1,1,2017,Mixture,0,1,0.251082463,0.358613524,0.390304014
151,126,0,0,0,0,3,2,2,1,1,2017,Mixture,0,1,0.174780937,0.37203886,0.453180203
177,126,0,0,0,0,3,2,2,1,1,2017,Mixture,0,1,0.027176805,0.325979133,0.646844062
181,126,0,0,0,0,3,2,2,1,0,2017,Synthetic,0,1,0.019949901,0.312215735,0.667834364
126,126,0,0,0,0,2,0,0,0,1,2017,NonSynthetic,0,1,0.587151904,0.129987245,0.282860852
145,126,0,0,0,0,2,0,0,1,1,2017,Mixture,0,1,0.237090299,0.185693451,0.57721625
151,126,0,0,0,0,2,0,0,1,1,2017,Mixture,0,1,0.160562883,0.187418268,0.652018849
177,126,0,0,0,0,2,0,0,1,1,2017,Mixture,0,1,0.022294354,0.146642146,0.8310635
181,126,0,0,0,0,2,0,0,1,0,2017,Synthetic,0,1,0.016126352,0.138395729,0.845477919
126,126,0,0,0,0,3,1,1,0,1,2017,NonSynthetic,0,1,0.691211221,0.175621684,0.133167096
145,126,0,0,0,0,3,1,1,1,1,2017,Mixture,0,1,0.348129521,0.312925351,0.338945128
151,126,0,0,0,0,3,1,1,1,1,2017,Mixture,0,1,0.252295908,0.337982381,0.409721711
177,126,0,0,0,0,3,1,1,1,1,2017,Mixture,0,1,0.042632479,0.321826351,0.63554117
181,126,0,0,0,0,3,1,1,1,0,2017,Synthetic,0,1,0.031430773,0.309569889,0.658999339
126,126,0,0,0,0,2,1,1,0,1,2017,NonSynthetic,0,1,0.691211221,0.175621684,0.133167096
145,126,0,0,0,0,2,1,1,1,1,2017,Mixture,0,1,0.348129521,0.312925351,0.338945128
151,126,0,0,0,0,2,1,1,1,1,2017,Mixture,0,1,0.252295908,0.337982381,0.409721711
177,126,0,0,0,0,2,1,1,1,1,2017,Mixture,0,1,0.042632479,0.321826351,0.63554117
181,126,0,0,0,0,2,1,1,1,0,2017,Synthetic,0,1,0.031430773,0.309569889,0.658999339
126,126,0,0,0,0,3,4,4,0,1,2017,NonSynthetic,0,1,0.606385731,0.174366055,0.219248214
145,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.260111441,0.264609213,0.475279345
151,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.179731393,0.27249178,0.547776827
177,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.026652093,0.22769733,0.745650577
181,126,0,0,0,0,3,4,4,1,0,2017,Synthetic,0,1,0.019419165,0.216461083,0.764119752
126,126,0,0,0,0,4,4,4,0,1,2017,NonSynthetic,0,1,0.606385731,0.174366055,0.219248214
145,126,0,0,0,0,4,4,4,1,1,2017,Mixture,0,1,0.260111441,0.264609213,0.475279345
151,126,0,0,0,0,4,4,4,1,1,2017,Mixture,0,1,0.179731393,0.27249178,0.547776827
177,126,0,0,0,0,4,4,4,1,1,2017,Mixture,0,1,0.026652093,0.22769733,0.745650577
181,126,0,0,0,0,4,4,4,1,0,2017,Synthetic,0,1,0.019419165,0.216461083,0.764119752
126,126,0,0,0,0.0025,2,1,1,0,1,2017,NonSynthetic,0,1,0.691211221,0.175621684,0.133167096
145,126,0,0,0,0.0025,2,1,1,1,1,2017,Mixture,0,1,0.348129521,0.312925351,0.338945128
151,126,0,0,0,0.0025,2,1,1,1,1,2017,Mixture,0,1,0.252295908,0.337982381,0.409721711
177,126,0,0,0,0.0025,2,1,1,1,1,2017,Mixture,0,1,0.042632479,0.321826351,0.63554117
181,126,0,0,0,0.0025,2,1,1,1,0,2017,Synthetic,0,1,0.031430773,0.309569889,0.658999339
126,126,0,0,0,0.0025,3,2,2,0,1,2017,NonSynthetic,0,1,0.584345553,0.235910618,0.179743828
145,126,0,0,0,0.0025,3,2,2,1,1,2017,Mixture,0,1,0.251082463,0.358613524,0.390304014
151,126,0,0,0,0.0025,3,2,2,1,1,2017,Mixture,0,1,0.174780937,0.37203886,0.453180203
177,126,0,0,0,0.0025,3,2,2,1,1,2017,Mixture,0,1,0.027176805,0.325979133,0.646844062
181,126,0,0,0,0.0025,3,2,2,1,0,2017,Synthetic,0,1,0.019949901,0.312215735,0.667834364
126,126,0,0,0,0,3,4,4,0,1,2017,NonSynthetic,0,1,0.606385731,0.174366055,0.219248214
145,126,0,0,0,0,3,4,4,1,1,2017,Mixture,0,1,0.260111441,0.264609213,0.475279345
151,126,0.005,0,0,0,3,4,4,1,1,2017,Mixture,1,1,0.178445252,0.271135279,0.550419469
177,126,0.005,0,0,0,3,4,4,1,1,2017,Mixture,1,1,0.026401362,0.226050006,0.747548632
181,126,0.005,0,0,0,3,4,4,1,0,2017,Synthetic,1,1,0.019232703,0.214852863,0.765914434
126,126,0,0,0,0,4,3,3,0,1,2017,NonSynthetic,0,1,0.683700553,0.166925283,0.149374164
145,126,0,0,0,0,4,3,3,1,1,2017,Mixture,0,1,0.33694308,0.291035032,0.372021888
151,126,0,0,0,0,4,3,3,1,1,2017,Mixture,0,1,0.242194779,0.311772255,0.446032965
177,126,0,0,0,0,4,3,3,1,1,2017,Mixture,0,1,0.039746714,0.288317548,0.671935737
181,126,0,0,0,0,4,3,3,1,0,2017,Synthetic,0,1,0.029204599,0.276403621,0.69439178
126,126,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,1,0.683700553,0.166925283,0.149374164
145,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.33694308,0.291035032,0.372021888
151,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.242194779,0.311772255,0.446032965
177,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.039746714,0.288317548,0.671935737
181,126,0,0,0,0,3,3,3,1,0,2017,Synthetic,0,1,0.029204599,0.276403621,0.69439178
126,126,0,0,0,0,2,1,1,0,1,2017,NonSynthetic,0,1,0.691211221,0.175621684,0.133167096
145,126,0,0,0,0,2,1,1,1,1,2017,Mixture,0,1,0.348129521,0.312925351,0.338945128
151,126,0,0,0,0,2,1,1,1,1,2017,Mixture,0,1,0.252295908,0.337982381,0.409721711
177,126,0,0,0,0,2,1,1,1,1,2017,Mixture,0,1,0.042632479,0.321826351,0.63554117
181,126,0,0,0,0,2,1,1,1,0,2017,Synthetic,0,1,0.031430773,0.309569889,0.658999339
126,126,0,0,0,0,5,1,1,0,1,2017,NonSynthetic,0,1,0.691211221,0.175621684,0.133167096
145,126,0,0,0,0,5,1,1,1,1,2017,Mixture,0,1,0.348129521,0.312925351,0.338945128
151,126,0,0,0,0,5,1,1,1,1,2017,Mixture,0,1,0.252295908,0.337982381,0.409721711
177,126,0,0,0,0,5,1,1,1,1,2017,Mixture,0,1,0.042632479,0.321826351,0.63554117
181,126,0,0,0,0,5,1,1,1,0,2017,Synthetic,0,1,0.031430773,0.309569889,0.658999339
126,126,0,0,0,0,5,1,1,0,1,2017,NonSynthetic,0,1,0.691211221,0.175621684,0.133167096
145,126,0,0,0,0,5,1,1,1,1,2017,Mixture,0,1,0.348129521,0.312925351,0.338945128
151,126,0,0,0,0,5,1,1,1,1,2017,Mixture,0,1,0.252295908,0.337982381,0.409721711
177,126,0,0,0,0,5,1,1,1,1,2017,Mixture,0,1,0.042632479,0.321826351,0.63554117
181,126,0,0,0,0,5,1,1,1,0,2017,Synthetic,0,1,0.031430773,0.309569889,0.658999339
126,126,0,0,0,0,5,4,4,0,1,2017,NonSynthetic,0,1,0.606385731,0.174366055,0.219248214
145,126,0,0,0,0,5,4,4,1,1,2017,Mixture,0,1,0.260111441,0.264609213,0.475279345
151,126,0,0,0,0,5,4,4,1,1,2017,Mixture,0,1,0.179731393,0.27249178,0.547776827
177,126,0,0,0,0,5,4,4,1,1,2017,Mixture,0,1,0.026652093,0.22769733,0.745650577
181,126,0,0,0,0,5,4,4,1,0,2017,Synthetic,0,1,0.019419165,0.216461083,0.764119752
126,126,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,1,0.683700553,0.166925283,0.149374164
145,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.33694308,0.291035032,0.372021888
151,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.242194779,0.311772255,0.446032965
177,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.039746714,0.288317548,0.671935737
181,126,0,0,0,0,3,3,3,1,0,2017,Synthetic,0,1,0.029204599,0.276403621,0.69439178
126,126,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,1,0.683700553,0.166925283,0.149374164
145,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.33694308,0.291035032,0.372021888
151,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.242194779,0.311772255,0.446032965
177,126,0,0,0,0,3,3,3,1,1,2017,Mixture,0,1,0.039746714,0.288317548,0.671935737
181,126,0,0,0,0,3,3,3,1,0,2017,Synthetic,0,1,0.029204599,0.276403621,0.69439178
144,144,0.25,0,0,0,5,1,1,1,0,2017,Synthetic,1,2,0.590923598,0.378728676,0.030347726
153,144,0,0,0,0,5,1,1,1,0,2017,Synthetic,0,2,0.474878709,0.496280374,0.028840916
165,144,0,0,0,0,5,1,1,1,0,2017,Synthetic,0,2,0.286519189,0.665067974,0.048412837
173,144,0,0,0,0,5,1,1,1,0,2017,Synthetic,0,2,0.189189641,0.747575317,0.063235041
185,144,0,0,0,0,5,1,1,1,0,2017,Synthetic,0,2,0.093401256,0.819743982,0.086854761
118,118,0,0,0,0,3,0,0,0,1,2017,NonSynthetic,0,2,0.937498586,0.051210848,0.011290566
129,118,0,0,0,0,3,0,0,0,1,2017,NonSynthetic,0,2,0.873904922,0.099207109,0.02688797
135,118,0,0,0,0,3,0,0,0,1,2017,NonSynthetic,0,2,0.819333001,0.138619081,0.042047919
144,118,0,0,0,0,3,0,0,1,0,2017,Synthetic,0,2,0.705036238,0.217020093,0.077943669
154,118,0,0,0,0,3,0,0,0,1,2017,NonSynthetic,0,2,0.538244195,0.322162109,0.139593696
171,118,0,0,0,0,3,0,0,0,1,2017,NonSynthetic,0,2,0.252590606,0.468256181,0.279153213
178,118,0,0,0,0,3,0,0,1,1,2017,Mixture,0,2,0.167778446,0.495412671,0.336808883
179,118,0,0,0,0,3,0,0,1,0,2017,Synthetic,0,2,0.157679934,0.497608778,0.344711288
118,118,0.005,0,0,0.005,3,4,4,0,1,2017,NonSynthetic,1,2,0.925708433,0.065823328,0.008468239
129,118,0,0,0,0.005,3,4,4,0,1,2017,NonSynthetic,0,2,0.854306076,0.125966425,0.0197275
135,118,0,0,0,0.005,3,4,4,0,1,2017,NonSynthetic,0,2,0.794745243,0.174643813,0.030610944
144,118,0,0,0,0.005,3,4,4,1,0,2017,Synthetic,0,2,0.674408772,0.269633853,0.055957375
154,118,0.085,0,0,0.005,3,4,4,0,1,2017,NonSynthetic,1,2,0.488853746,0.39446948,0.116676774
171,118,0.085,0,0,0.005,3,4,4,0,1,2017,NonSynthetic,1,2,0.221421077,0.553381503,0.22519742
178,118,0.085,0,0,0.005,3,4,4,1,1,2017,Mixture,1,2,0.146450996,0.582992042,0.270556962
179,118,0.085,0,0,0.005,3,4,4,1,0,2017,Synthetic,1,2,0.137620006,0.585507594,0.276872399
101,101,0.0025,0.0025,0,0.0025,5,2,2,0,1,2017,NonSynthetic,1,2,0.974785097,0.022840044,0.002374859
128,101,0.21,0,0.0025,0.0025,5,2,2,1,1,2017,Mixture,1,2,0.837093261,0.129368871,0.033537869
135,101,0.21,0,0,0.0025,5,2,2,0,1,2017,NonSynthetic,1,2,0.758186346,0.186636473,0.055177181
141,101,0.21,0,0,0.0025,5,2,2,1,0,2017,Synthetic,1,2,0.671929686,0.246506485,0.081563829
153,101,0.005,0,0,0.0025,5,2,2,1,0,2017,Synthetic,1,2,0.512462783,0.38169853,0.105838687
170,101,0.005,0,0,0.0025,5,2,2,1,0,2017,Synthetic,1,2,0.238835567,0.550970538,0.210193896
182,101,0.005,0,0,0.0025,5,2,2,1,0,2017,Synthetic,1,2,0.116653873,0.597718167,0.285627961
111,111,0,0,0,0,1,2,0,0,1,2017,NonSynthetic,0,2,0.963788919,0.028998169,0.007212912
117,111,0,0,0,0,1,2,0,0,1,2017,NonSynthetic,0,2,0.945784133,0.042409644,0.011806223
130,111,0,0,0,0,1,2,0,0,1,2017,NonSynthetic,0,2,0.873923561,0.09302392,0.033052519
138,111,0,0,0,0,1,2,0,0,1,2017,NonSynthetic,0,2,0.796167076,0.144268222,0.059564702
164,111,0,0,0,0,1,2,0,1,0,2017,Synthetic,0,2,0.369295919,0.377084025,0.253620056
171,111,0,0,0,0,1,2,0,1,0,2017,Synthetic,0,2,0.2581394,0.419838769,0.322021831
182,111,0,0,0,0,1,2,0,1,0,2017,Synthetic,0,2,0.132153225,0.446676668,0.421170107
123,123,0.005,0,0,0,1,4,0,0,1,2017,NonSynthetic,1,2,0.908314071,0.076134392,0.015551536
130,123,0.005,0,0,0,1,4,0,0,1,2017,NonSynthetic,1,2,0.858657591,0.114638231,0.026704178
158,123,0,0,0,0,1,4,0,1,0,2017,Synthetic,0,2,0.456204986,0.391179782,0.152615232
170,123,0,0,0,0,1,4,0,1,0,2017,Synthetic,0,2,0.260740354,0.496583794,0.242675853
181,123,0,0,0,0,1,4,0,1,0,2017,Synthetic,0,2,0.136319342,0.539546688,0.32413397
123,123,0,0,0,0,1,4,0,0,1,2017,NonSynthetic,0,2,0.908633955,0.075994513,0.015371532
130,123,0,0,0,0,1,4,0,0,1,2017,NonSynthetic,0,2,0.859146695,0.114452483,0.026400821
158,123,0,0,0,0,1,4,0,1,0,2017,Synthetic,0,2,0.456204986,0.391179782,0.152615232
170,123,0,0,0,0,1,4,0,1,0,2017,Synthetic,0,2,0.260740354,0.496583794,0.242675853
181,123,0,0,0,0,1,4,0,1,0,2017,Synthetic,0,2,0.136319342,0.539546688,0.32413397
117,117,0,0,0,0,2,3,3,0,1,2017,NonSynthetic,0,2,0.943018345,0.052169542,0.004812113
129,117,0,0,0,0,2,3,3,0,1,2017,NonSynthetic,0,2,0.879451518,0.108062922,0.012485559
138,117,0,0,0,0,2,3,3,0,1,2017,NonSynthetic,0,2,0.797358277,0.178256038,0.024385684
145,117,0,0,0,0,2,3,3,1,0,2017,Synthetic,0,2,0.708396485,0.25225034,0.039353175
173,117,0,0,0,0,2,3,3,1,0,2017,Synthetic,0,2,0.256622981,0.588178826,0.155198193
180,117,0,0,0,0,2,3,3,1,0,2017,Synthetic,0,2,0.173935661,0.634990301,0.191074038
111,111,0,0,0,0,1,5,0,0,1,2017,NonSynthetic,0,2,0.963788919,0.028998169,0.007212912
123,111,0.015,0,0,0,1,5,0,0,1,2017,NonSynthetic,1,2,0.918397912,0.061779183,0.019822905
140,111,0.015,0,0,0,1,5,0,0,1,2017,NonSynthetic,1,2,0.769040933,0.160225615,0.070733452
152,111,0.025,0,0,0,1,5,0,0,2,2017,NonSynthetic,1,2,0.579075425,0.269146465,0.15177811
156,111,0.025,0,0,0,1,5,0,0,1,2017,NonSynthetic,1,2,0.506313132,0.307040296,0.186646572
174,111,0.025,0,0,0,1,5,0,1,0,2017,Synthetic,1,2,0.211951356,0.425465414,0.362583231
181,111,0.025,0,0,0,1,5,0,1,0,2017,Synthetic,1,2,0.136897377,0.43771135,0.425391273
118,118,0,0,0,0,3,4,0,0,1,2017,NonSynthetic,0,2,0.937498586,0.051210848,0.011290566
139,118,0.03,0,0,0,3,4,0,0,1,2017,NonSynthetic,1,2,0.768504734,0.171886259,0.059609006
149,118,0.03,0,0,0,3,4,0,0,1,2017,NonSynthetic,1,2,0.618477182,0.268983038,0.112539781
158,118,0.005,0,0,0,3,4,0,0,1,2017,NonSynthetic,1,2,0.464722959,0.363716867,0.171560174
172,118,0.005,0,0,0,3,4,0,1,0,2017,Synthetic,1,2,0.237886571,0.472354957,0.289758472
184,118,0.005,0,0,0,3,4,0,1,0,2017,Synthetic,1,2,0.11364813,0.501220431,0.385131438
118,118,0,0,0,0,2,4,4,0,1,2017,NonSynthetic,0,2,0.925935315,0.06569536,0.008369325
123,118,0.015,0,0,0,2,4,4,0,1,2017,NonSynthetic,1,2,0.897713937,0.089402573,0.01288349
126,118,0.015,0,0,0,2,4,4,1,0,2017,Synthetic,1,2,0.877106312,0.106636595,0.016257093
139,118,0.015,0,0,0,2,4,4,0,1,2017,NonSynthetic,1,2,0.743626542,0.214613726,0.041759733
153,118,0.035,0,0,0,2,4,4,1,0,2017,Synthetic,1,2,0.517319046,0.382117202,0.100563752
171,118,0.035,0,0,0,2,4,4,1,1,2017,Mixture,1,2,0.230035208,0.562450506,0.207514286
118,118,0,0,0,0,2,3,3,0,1,2017,NonSynthetic,0,2,0.938347331,0.056527645,0.005125024
123,118,0.02,0,0,0,2,3,3,0,1,2017,NonSynthetic,1,2,0.914477846,0.077496133,0.008026021
139,118,0.02,0,0,0,2,3,3,0,1,2017,NonSynthetic,1,2,0.781295666,0.191872536,0.026831798
154,118,0,0,0,0,2,3,3,1,0,2017,Synthetic,0,2,0.562523114,0.371314065,0.06616282
174,118,0,0,0,0,2,3,3,1,0,2017,Synthetic,0,2,0.241363488,0.60240116,0.156235352
180,118,0,0,0,0,2,3,3,1,0,2017,Synthetic,0,2,0.172434488,0.641390197,0.186175315
118,118,0,0,0,0,2,4,4,0,1,2017,NonSynthetic,0,2,0.925935315,0.06569536,0.008369325
123,118,0.005,0,0,0,2,4,4,0,1,2017,NonSynthetic,1,2,0.898339448,0.089073678,0.012586873
126,118,0.005,0,0,0,2,4,4,1,0,2017,Synthetic,1,2,0.877853909,0.106260815,0.015885276
139,118,0.005,0,0,0,2,4,4,0,1,2017,NonSynthetic,1,2,0.745063209,0.214088133,0.040848658
153,118,0.045,0,0,0,2,4,4,1,0,2017,Synthetic,1,2,0.515196579,0.382220722,0.102582699
171,118,0.045,0,0,0,2,4,4,1,1,2017,Mixture,1,2,0.228320901,0.56071065,0.210968449
95,95,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,3,0.993701253,0.000976517,0.00532223
139,95,0,0,0,0,3,3,3,0,1,2017,NonSynthetic,0,3,0.802254692,0.014705684,0.183039624
95,95,0,0,0,0,1,3,3,0,1,2017,NonSynthetic,0,3,0.993701253,0.000976517,0.00532223
139,95,0,0,0,0,1,3,3,0,1,2017,NonSynthetic,0,3,0.802254692,0.014705684,0.183039624
